track_id,title,artist,duration,tempo,loudness,key,mode,time_signature,danceability,energy
TRAJAYH128F427ADE6,See You Comin',Vodka Collins,220.52526,143.095,-5.654,5,1,4,0.0,0.0
TRAJAZP128F4290FF9,Megalodon,Mastodon,262.89587,145.997,-7.628,2,1,1,0.0,0.0
TRAJAZS12903CE7594,Telepathy/Ted Haggard Got Cured of the Gay,Joe Rogan,179.51302,134.112,-5.475,1,1,3,0.0,0.0
TRAJAZY12903CDD671,Be My Lover,Brenda Boykin,263.73179,86.684,-10.235,1,1,5,0.0,0.0
TRAJBGL128F145C7A8,Washed Away,Tom Cochrane,320.44363,88.072,-11.415,5,1,4,0.0,0.0
TRAJBIZ128F4252408,Angel Of Heaven's Gate,Erik Berglund,371.87873,64.901,-23.876,10,0,7,0.0,0.0
TRAJBJG128F14A1EA1,American Ghost Dance (2003 Digital Remastered),Red Hot Chili Peppers,231.23546,111.541,-4.818,0,0,4,0.0,0.0
TRAJBLX128F4253677,Voices,James Newton Howard,95.50322,88.662,-28.506,2,1,3,0.0,0.0
TRAJBOD128F9303DCD,Song 2,Faith Yang,134.97424,136.984,-6.223,10,0,4,0.0,0.0
TRAJBQO128F421FFE8,Binaural Presentation - Focus On A Beam Emptied Of Thinking_ Outward...,Roger Reynolds,842.10893,60.013,-30.14,7,1,1,0.0,0.0
TRAJBRT128F9303318,Sophisticated Lady,Toots Thielemans,302.62812,68.326,-16.252,5,0,1,0.0,0.0
TRAJBSF12903CE2759,Watch Them,SOJA,295.49669,124.771,-9.32,7,1,1,0.0,0.0
TRAJBSL128F428A021,I Guess I'm Crazy,Jim Reeves,145.13587,91.318,-12.653,4,1,4,0.0,0.0
TRAJBTZ12903CB818C,Asheville Turnaround,The Del McCoury Band,154.74893,177.945,-9.059,0,0,4,0.0,0.0
TRAJBUB128F9361E0B,Pour toute la vie,Les Hou-Lops,156.49914,102.77,-6.779,5,0,1,0.0,0.0
TRAJBUD128F9357AEB,Spacer,Ketty DB,203.83302,129.974,-13.657,9,0,4,0.0,0.0
TRAJBUP128F146B4CA,Morning's Coming,Jeff And Sheri Easter,185.57342,110.209,-6.604,1,0,4,0.0,0.0
TRAJBZE128F932DA53,Backlash,Sonic Subjunkies,238.00118,96.972,-11.121,9,1,4,0.0,0.0
TRAJCBF128F931B8BF,Broke Down On The Brazos (Album),Gov't Mule,378.95791,196.141,-5.856,5,0,4,0.0,0.0
TRAJCDQ128F92C2B40,Popsy,Ray Conniff,126.58893,82.752,-9.568,2,0,4,0.0,0.0
TRAJCHY128EF349619,She's About A Mover,Sir Douglas Quintet,193.59302,85.2,-11.08,4,1,4,0.0,0.0
TRAJCIR128F146ABA7,Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version),Michelle Tumes,189.20444,107.932,-9.113,0,0,4,0.0,0.0
TRAJCJT128F4269E0C,Come See,Major Lance,141.42649,119.712,-9.379,6,1,1,0.0,0.0
TRAJCLY128F930F893,Ghetto,Bad Azz,255.84281,121.871,-7.532,1,1,4,0.0,0.0
TRAJCOV128F92FDF3F,This White Circle,Kitty Wells,172.48608,105.732,-17.877,6,1,4,0.0,0.0
TRAJCVA128F426C51D,WristStraining Order,Defect & Quixotic,267.75465,102.008,-5.136,9,0,4,0.0,0.0
TRAJCVY128F425EE35,Radio Roy II,Mario Rosenstock,339.33016,84.769,-7.018,7,1,5,0.0,0.0
TRAJCYW128F92EEC32,Down at the Mardi Gras,Rockin' Dopsie_ Jr.,205.71383,104.448,-8.265,7,1,4,0.0,0.0
TRAJCZE128E0785987,Love Dump (Demo Version),Static-X,268.06812,129.97,-5.051,1,1,1,0.0,0.0
TRAJDAK128F932DAA0,No-Satellites,She Satellites,149.36771,185.76,-7.798,8,1,3,0.0,0.0
TRAJDCP128F933B55B,Roorasty,Saman,243.98322,141.205,-7.807,7,1,3,0.0,0.0
TRAJDCS128F92F9236,Chinz Ninja (Rui Da Silva mix),Smart Alex,543.58159,0.0,-10.591,1,1,3,0.0,0.0
TRAJDGB128F42882AC,Call Of Da Wild,OutKast,366.39302,177.662,-6.788,8,0,4,0.0,0.0
TRAJDHN128F92C2EEF,Dirty Diana,Michael Jackson,281.73016,131.319,-4.843,5,1,4,0.0,0.0
TRAJDRG128F4217923,Single Man Blues,Bukka White,342.7522,87.557,-14.419,11,1,5,0.0,0.0
TRAJDSQ128F14AEABD,Mother's Day Part 1,AFS,220.08118,120.984,-13.308,0,1,4,0.0,0.0
TRAJDTK128F429FFDF,I'd Like To Be,Jim Reeves,121.73016,151.73,-12.744,11,1,3,0.0,0.0
TRAJDVT128F4252F37,Weightless (Demo),Wet Wet Wet,222.69342,105.95,-8.209,10,0,4,0.0,0.0
TRAJEBQ128F146E00E,Conqueror Worm,Tsar,220.42077,150.23,-2.588,9,1,4,0.0,0.0
TRAJEDV128F93218B9,White Christmas,Martin Sexton,144.19546,90.099,-12.031,3,1,3,0.0,0.0
TRAJEEW128F4280555,Arrows Of The Gods,Elliot Goldenthal,91.74159,177.465,-12.671,0,1,4,0.0,0.0
TRAJEIK128F92F19EA,San Juan,Dave Valentin,262.55628,125.294,-10.325,0,1,4,0.0,0.0
TRAJENI128F425B7F4,Classic Material,Casual,188.05506,92.571,-5.022,2,1,4,0.0,0.0
TRAJENI128F9300B02,Groovin' With Jimmy,Jimmy Burns,211.74812,138.755,-7.461,0,1,3,0.0,0.0
TRAJEOD12903CC065D,Au mariage des Levon-Lecu (Live),Claire Elzière,152.97261,90.073,-11.339,5,1,4,0.0,0.0
TRAJESP12903CBC0B0,Wonderful Peace,Dino,206.96771,134.279,-22.504,8,1,7,0.0,0.0
TRAJEUV12903D15D6D,Mate Tron,Luke Vibert,420.15302,125.008,-9.801,0,1,4,0.0,0.0
TRAJEYL128F931B518,Time Will Tell,Ice,285.77914,111.046,-5.956,5,0,4,0.0,0.0
TRAJEYM12903CDEF6A,Ladies And Gentlemen,Spiral Stairs,65.51465,100.088,-22.71,3,1,5,0.0,0.0
TRAJEZT128E0795DF3,E,Rea_ Chris,366.28853,131.948,-13.018,9,0,4,0.0,0.0
TRAJFCB128F427FE87,Deviate From The Form,Scar Symmetry,326.60853,120.022,-4.136,3,0,4,0.0,0.0
TRAJFCC12903CC55AD,Mambo Tipico,Tito Puente,180.00934,146.24,-10.702,7,1,1,0.0,0.0
TRAJFDU128F426A5F4,The Door,Silverchair,213.13261,91.922,-5.382,7,1,4,0.0,0.0
TRAJFEM128F14A2DF4,Dichoso,Willie Bobo,197.40689,80.391,-13.984,0,1,3,0.0,0.0
TRAJFFF128F429874A,Better Luck Next Time,Lifehouse,215.82322,164.002,-4.176,1,0,4,0.0,0.0
TRAJFHV128F4274FC0,Todo Lo Que Soy,Carlos Ponce,223.60771,98.501,-6.804,5,1,4,0.0,0.0
TRAJFMH12903D052DC,La mujer que no sone (Album),Ricardo Arjona,219.68934,93.376,-10.208,0,1,3,0.0,0.0
TRAJFQF128F92E354E,Baby Don't You Change,Tyrone Wells,252.65587,151.699,-7.825,1,0,4,0.0,0.0
TRAJFRJ128F9328FF1,Early In The Morning,B.B. King,237.66159,151.284,-4.651,2,1,4,0.0,0.0
TRAJFSU128F92E9E3C,Sportin' Life,John Sebastian,189.51791,103.666,-19.944,0,1,3,0.0,0.0
TRAJFYH128F4246121,Valse Des Montagnes,Andre Verchuren,153.25995,197.704,-12.187,5,1,1,0.0,0.0
TRAJFYK128F42579B0,The Three-Dimensional Shadow,Scar Symmetry,237.84444,110.107,-3.492,1,1,4,0.0,0.0
TRAJGCA128F9306CFF,Souvenirs,Concretes,204.85179,89.676,-11.112,2,1,4,0.0,0.0
TRAJGCF128F1499E61,Train Tracks,Izzy Stradlin And The Ju Ju Hounds,267.65016,150.404,-10.097,7,1,4,0.0,0.0
TRAJGEC128F9300463,Unchain Us,Don Campbell,223.29424,157.897,-6.87,1,0,4,0.0,0.0
TRAJGFW128F93349D4,Carry The Light,David Lynch,214.04689,166.929,-9.214,8,1,7,0.0,0.0
TRAJGGB12903CEC83F,Hot Weiners (All The Way),Cotton Candy,269.7922,139.026,-8.796,11,0,4,0.0,0.0
TRAJGGH128F42679C1,Down_ Down_ Down,Frank Marino & Mahogany Rush,336.79628,139.499,-8.978,2,1,4,0.0,0.0
TRAJGGI128F423A12A,Call The Police,John Wayne,192.70485,160.663,-9.947,1,1,4,0.0,0.0
TRAJGGP12903CCE582,Scared,The Incurables,187.97669,63.359,-10.085,2,1,5,0.0,0.0
TRAJGMN128F148C8BD,Don't Go,Bert Kaempfert,184.31955,118.971,-20.282,5,0,4,0.0,0.0
TRAJGPZ128F424743B,She's Actin Bad,H-Town,249.91302,167.988,-3.46,6,0,4,0.0,0.0
TRAJGTJ128F4236AC2,The Harp That Once Through Tara's Halls,Voyager Series,103.73179,71.308,-24.327,0,1,1,0.0,0.0
TRAJHAH128F9314177,You'll Never Know,JERRY WALLACE,180.50567,219.298,-14.794,9,0,4,0.0,0.0
TRAJHCO128F42570C1,Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson),Beenie Man Featuring Janet Jackson,215.90159,102.828,-4.475,1,1,4,0.0,0.0
TRAJHCS128F93192B5,Auprès De Mon Arbre,Georges Brassens,184.76363,126.31,-11.242,1,0,5,0.0,0.0
TRAJHDR128F92FA863,Basking Under a Blacksun Dawning,Morgion,341.68118,112.063,-7.422,10,1,3,0.0,0.0
TRAJHEE12903CB937A,Freedom,4Him,238.49751,182.247,-10.996,2,1,4,0.0,0.0
TRAJHEN128F92CC43E,Let It Bleed,Wild Horses,338.28526,111.989,-8.527,0,1,4,0.0,0.0
TRAJHFZ12903CE3121,Touch My Hand [Remastered],David Meece,211.17342,81.404,-13.506,11,0,4,0.0,0.0
TRAJHHE128F146815C,Hide Away,Freddie King,286.82404,134.741,-6.615,9,1,4,0.0,0.0
TRAJHHJ128F4279625,Never Gonna Be The Same,Danny Wilson,167.13098,91.256,-11.053,11,1,1,0.0,0.0
TRAJHKT128F427FDCD,Beothuck,Malefaction,34.61179,84.303,-3.93,8,1,1,0.0,0.0
TRAJHMX12903CD42C1,Uu-Pee-Ämmät,Jope Ruonansuu,126.69342,86.992,-4.762,2,1,4,0.0,0.0
TRAJHOM128F93080EB,After The Laughter,Marcie Blane,139.83302,102.881,-9.737,0,0,7,0.0,0.0
TRAJHRC128F9340CFA,That Little Ole Wine Drinker Me - Original,Charlie Walker,124.76036,161.533,-17.913,7,1,4,0.0,0.0
TRAJHSM12903CBFCCD,CB4 (Instrumental Mix),Slum Village,204.38159,94.495,-7.941,0,1,4,0.0,0.0
TRAJHSS128F930F73A,Pop Pop,Twista,163.39546,100.016,-9.632,7,1,4,0.0,0.0
TRAJHYF128F1451DDF,Grateful & Thankful,Francis Dunnery,277.08036,84.186,-13.095,7,1,7,0.0,0.0
TRAJIBJ128F930D55B,The Minuet Of The Robots,Perrey And Kingsley,137.19465,125.767,-11.382,7,1,1,0.0,0.0
TRAJIDY128F931C89D,Another Djemba Djemba,Youves,100.20526,134.104,-6.885,1,1,4,0.0,0.0
TRAJIIF128F92E7FB1,Je T'Appartiens,Maurice Larcange,276.53179,84.133,-12.35,4,1,4,0.0,0.0
TRAJIIR128F149AE01,Paseo Colòn,Mau Mau,285.1522,182.198,-7.613,10,0,4,0.0,0.0
TRAJIKY128F932AD73,Shotgun Sally,Cats In Boots,208.79628,167.142,-5.602,8,1,4,0.0,0.0
TRAJIUK128F42668E6,Rock On The Radio,Firehouse,285.3873,169.866,-10.181,1,0,3,0.0,0.0
TRAJJBG128F148A7CA,Awake,The Panic Channel,227.99628,147.975,-3.229,9,1,4,0.0,0.0
TRAJJCI12903CE53D7,Fat Tuesday,Chris Standring,256.49587,111.039,-9.339,0,1,4,0.0,0.0
TRAJJIG128F1474EF0,Recordar Es Vivir,El Gran Silencio,249.25995,115.005,-6.57,3,1,4,0.0,0.0
TRAJJMB128F426BF4E,You do something to me,Ismael Dueñas,537.25995,100.275,-17.495,5,0,4,0.0,0.0
TRAJJMN128F9321946,Cherokee,The Galactic Heroes,120.86812,187.323,-10.33,9,1,1,0.0,0.0
TRAJJNB128F42A0A4F,Heavenly Father,FU-Schnickens,276.94975,102.739,-9.716,11,0,4,0.0,0.0
TRAJJON128F426EB30,Try Me One More Time,Sonny Terry & Brownie McGhee,182.69995,108.188,-18.526,10,1,1,0.0,0.0
TRAJJPB128F1456D6A,When You See Me,Bad Azz,237.7922,120.716,-5.345,5,0,3,0.0,0.0
TRAJJYB12903CE5A10,Plastic People (Original Mix),Anané,409.70404,125.016,-5.516,11,1,4,0.0,0.0
TRAJJZZ128F930B88C,One Million Matches,Rocker-T,321.30567,149.939,-7.253,1,0,4,0.0,0.0
TRAJKIG128F92D9132,U Complete Me (Blues Version - Bonus Track),Ana Popovic,322.66404,156.948,-7.737,7,0,3,0.0,0.0
TRAJKME12903CC41B8,Viens boire un petit coup à la maison,Bézu,214.04689,126.482,-10.696,6,1,4,0.0,0.0
TRAJKMI128F4281107,Let Me Be Your Fantasy,Baby D,231.18322,90.038,-8.029,7,1,3,0.0,0.0
TRAJKNA128F423EA49,La Nit De Reis,Gertrudis,215.562,111.953,-6.433,5,1,4,0.0,0.0
TRAJKQP128F427831F,Stuck On Your Love,Emilio,164.57098,145.343,-7.453,7,1,4,0.0,0.0
TRAJKTF128F9322470,Cheddar Chasin',Lunasicc,304.37832,105.207,-8.4,1,1,5,0.0,0.0
TRAJKTV128F1453E3C,Violence,Juelz Santana / Bezel,254.51057,104.99,-3.858,10,0,3,0.0,0.0
TRAJKWD12903CE38E5,Seventeen (Digitally Remastered),The Fontane Sisters,127.68608,85.261,-8.688,6,1,4,0.0,0.0
TRAJKXO12903CB5B7D,Baby Face,Tiny Tim,126.69342,117.236,-14.527,2,1,3,0.0,0.0
TRAJKXS128F42340B5,Cut Here,The Cure,250.85342,135.038,-8.19,2,1,4,0.0,0.0
TRAJKZZ128F4237B19,Carovana,I Nuovi Angeli,231.07873,85.375,-8.456,4,1,4,0.0,0.0
TRAJLEC128F93385A1,La Vie Par Procuration,Jean-Jacques Goldman,236.09424,119.035,-11.326,9,0,4,0.0,0.0
TRAJLET128F42184C5,Secret,Eddie Turner,254.9024,93.99,-6.41,0,1,4,0.0,0.0
TRAJLGV128F4232684,Fig Leaf Rag  (LP Version),Joshua Rifkin,282.09587,128.251,-25.038,10,1,1,0.0,0.0
TRAJLIV128F42882D8,A Night in Tunisia,Art Blakey's Jazz Messengers,670.04036,144.737,-15.469,2,1,4,0.0,0.0
TRAJLJY12903CAF344,Beautiful,Paul Glazby,541.51791,149.864,-8.71,9,1,4,0.0,0.0
TRAJLKH128F422C613,Nothing But The Best,White Heart,222.06649,99.374,-4.744,7,1,4,0.0,0.0
TRAJLNF128F422658C,Come On-a My House,Barbara Lusch,214.30812,171.463,-10.304,9,1,4,0.0,0.0
TRAJLOR128F428CCC9,Wing,Patti Smith,293.53751,146.454,-12.359,2,1,3,0.0,0.0
TRAJLOY128F92E4EAF,Believe,Saga,294.73914,101.303,-10.647,1,0,4,0.0,0.0
TRAJLRX128F4271A2C,Soñando En Ti,Gary Hobbs,228.49261,104.12,-7.917,9,1,3,0.0,0.0
TRAJLSJ12903CC49A6,Cremona (Instrumental),Vrse Murphy,240.5873,97.015,-5.715,11,0,4,0.0,0.0
TRAJLYW128F9313A2F,Loaded Gun,C.C. Adcock,168.33261,116.009,-7.661,7,0,4,0.0,0.0
TRAJMDE128F14898B2,Blues City Shake Down,John Mayall & The Bluesbreakers,142.15791,133.072,-5.063,4,1,1,0.0,0.0
TRAJMEL128F4262B4A,Why Get Up,The Fabulous Thunderbirds,229.8771,125.676,-9.406,10,1,1,0.0,0.0
TRAJMQE128F9322DDD,Vos No Confiaste,2 Minutos,179.09506,105.498,-5.15,7,1,4,0.0,0.0
TRAJMXE128EF34BA9E,There Is A Redeemer (Your Love Broke Through Album Version),Michelle Tumes,203.78077,88.023,-10.095,11,1,4,0.0,0.0
TRAJMZL12903CA4807,What Country Is,Luke Bryan,192.44363,147.904,-4.43,7,0,4,0.0,0.0
TRAJNBE128F4255C97,Memories,Thriller U,226.32444,89.675,-12.42,7,1,4,0.0,0.0
TRAJNCR12903CEBAA1,Cumpagno 'e cella,Alex,298.52689,98.974,-11.813,2,0,4,0.0,0.0
TRAJNFM128F42A625C,Paloma Negra,Rocio Jurado,245.68118,168.268,-8.238,3,1,3,0.0,0.0
TRAJNFU128F4263469,317 East 32nd,Lennie Tristano,557.68771,89.868,-18.203,7,1,4,0.0,0.0
TRAJNIL12903D15541,Kill the Poor,Dead Kennedys,184.94649,108.977,-10.133,2,1,1,0.0,0.0
TRAJNTJ12903CDB09A,Over The Hill,R.L. Burnside,257.35791,95.56,-9.584,11,1,4,0.0,0.0
TRAJNUU12903CC8AC0,Jamming,Twinkle Twinkle Little Rock Star,235.38893,85.508,-19.488,11,0,3,0.0,0.0
TRAJNWY128E078907F,Future,Cut Copy,312.08444,119.562,-8.775,11,0,4,0.0,0.0
TRAJNWY128F1453771,Naked Enough,Tim Wilson,164.96281,137.828,-6.929,7,1,4,0.0,0.0
TRAJNXG12903CB474D,The Beginning,Salt The Wound,96.65261,120.502,-8.958,11,1,3,0.0,0.0
TRAJNYD128F9340A32,Drive,The Cars,234.50077,111.319,-5.811,6,1,1,0.0,0.0
TRAJNYU128E07856A5,Can't Stop Lovin' You (Remastered Album Version),Van Halen,248.18893,117.954,-3.798,9,1,4,0.0,0.0
TRAJNZF12903CB22A9,Rock Co.Kane Flow,De La Soul / MF Doom,185.23383,86.813,-3.684,10,0,4,0.0,0.0
TRAJODO12903CD7591,Running On The Rocks,Shriekback,297.92608,157.956,-13.339,5,1,5,0.0,0.0
TRAJOER128F92F145A,These Nest Five Years,At All Cost,220.47302,135.914,-3.523,1,1,4,0.0,0.0
TRAJOES128F4245ED3,It Came To Pass (Part II),Mississippi Mass Choir,185.20771,115.906,-19.174,10,0,4,0.0,0.0
TRAJOIH128F14B08F7,Magic Dragon Theatre,Utopia,208.14322,98.528,-11.865,0,1,4,0.0,0.0
TRAJOLQ128EF346088,Function Of The Sun,The Ruby Suns,70.89587,42.525,-9.876,0,1,4,0.0,0.0
TRAJONM128F92F543D,I Want Your Soul For Christmas,Schoolyard Heroes,277.96853,131.83,-6.84,2,0,4,0.0,0.0
TRAJOPD128F92FC400,Nach Ke VEkha Bhabhiyie,Malkit Singh,256.57424,161.543,-8.215,0,1,4,0.0,0.0
TRAJOPH12903CE6732,(Everybody's Waiting For) The Man With the Bag,Mannheim Steamroller,149.89016,154.695,-6.894,7,1,4,0.0,0.0
TRAJOPN128F423BEC3,Dimension,Wolfmother,260.91057,141.769,-4.598,2,1,4,0.0,0.0
TRAJOUG128F4276434,Faroe Cave Song,John Tchicai,89.88689,149.005,-26.7,4,1,1,0.0,0.0
TRAJOWK128F4263735,It's Going Down,Suicidal Tendencies,269.81832,164.925,-5.93,9,1,4,0.0,0.0
TRAJOYN128F9308712,Cha Cha Brasilia,Bert Kaempfert,154.06975,122.155,-8.817,0,1,4,0.0,0.0
TRAJOZN128F92D688E,Schmerzensschreie,ColdWorld,344.68526,134.832,-6.164,2,0,4,0.0,0.0
TRAJPCX12903CE8ACB,Gimme Legs,The Chap,213.89016,120.188,-7.345,7,0,4,0.0,0.0
TRAJPIK128F1460C83,Bush,David Banner,183.90159,99.487,-3.737,6,1,5,0.0,0.0
TRAJPIQ128F14819A8,The Devil,The Rapture,277.02812,119.813,-6.425,1,1,4,0.0,0.0
TRAJPNM128F426C3F0,Mary In Labor,Paul Cantelon,210.54649,41.133,-22.788,4,1,1,0.0,0.0
TRAJPNM12903CCB61E,Shining,Ice,421.61587,93.937,-5.651,4,0,4,0.0,0.0
TRAJPPJ128F1497140,Number Nine (LP Version),Richard Lloyd,172.77342,159.081,-10.853,9,1,4,0.0,0.0
TRAJPPX128F4259FD4,Friend Or Foe,Adam Ant,203.91138,183.907,-6.267,9,1,4,0.0,0.0
TRAJPTE128F429AEC2,For The First Time,June Hutton,138.34404,88.95,-15.545,11,0,7,0.0,0.0
TRAJPUF128E0784808,Can't Happen Here,Rainbow,299.57179,155.999,-10.915,0,1,4,0.0,0.0
TRAJPWL128F145E107,La (Moonman's Flashover Mix Edit),Marc Et Claude,361.01179,136.964,-7.993,6,1,4,0.0,0.0
TRAJPXA128F933A565,Love The Feeling - Original,Leroy Hutson,170.50077,192.66,-13.575,5,0,1,0.0,0.0
TRAJPXP128F92E0ABE,Pee Wee's Boogie,Pee Wee Crayton,164.57098,97.487,-12.941,0,1,4,0.0,0.0
TRAJPZH128F93554AA,t.k.k.,Fläskkvartetten / Thåström,185.80853,130.255,-17.379,5,1,4,0.0,0.0
TRAJQBF128F423C324,Caray!,Gabinete Caligari,183.87546,74.884,-4.528,4,0,1,0.0,0.0
TRAJQBX128F930166B,La marine,Marc Perrone,202.23955,107.728,-9.637,2,0,3,0.0,0.0
TRAJQOH128F934D64B,Crescent Moon,Ancient Astronauts,330.57914,136.044,-7.111,9,0,4,0.0,0.0
TRAJQXD128F428767D,Radiance I,Basic Channel,811.2322,71.416,-17.88,11,1,5,0.0,0.0
TRAJRBF12903CDCA3F,Inherent Scars,Symphony in Peril,245.13261,100.034,-6.776,9,1,4,0.0,0.0
TRAJRIT128F92F4352,Trading Places,Usher,286.77179,147.979,-4.04,11,0,4,0.0,0.0
TRAJRLX12903CC0D7A,Mom's Phone,Greg Vaccariello,133.66812,74.728,-12.15,1,1,1,0.0,0.0
TRAJRMC12903CA7ECF,I Am a Rasta Man,Wailing Souls,213.15873,130.427,-17.309,10,0,4,0.0,0.0
TRAJRMO128F421FA6F,Dub It,J.C. Lodge,286.6673,152.516,-13.06,0,1,4,0.0,0.0
TRAJRMZ128F932DC12,Woman of Shiloh,Mike Brooks,132.93669,139.202,-13.713,6,0,4,0.0,0.0
TRAJRTY128F426CF1F,The Southern Soldier Boy,Kathy Mattea,156.62975,96.695,-13.056,9,1,3,0.0,0.0
TRAJRXL128F42760EC,Bon Demain,This Moment,213.21098,116.081,-7.322,7,1,4,0.0,0.0
TRAJRYA12903CDA1F2,Zurezko Olerkia,Varios,168.28036,100.929,-25.431,4,1,4,0.0,0.0
TRAJRYM128F92DF1A6,When I Get Home,The Fabulous Thunderbirds,287.65995,133.349,-12.219,10,1,3,0.0,0.0
TRAJRZL128F42699D5,He's Leading The Way,The Perrys,115.1473,107.905,-7.792,1,0,4,0.0,0.0
TRAJSCE128F92F9AC6,It's Too Late,Small Faces,157.46567,125.295,-5.074,9,1,4,0.0,0.0
TRAJSCN12903D0CBAA,Widow's Walk,Enter the Haggis,381.54404,134.819,-10.211,7,0,4,0.0,0.0
TRAJSCW128F9335F78,Love Of My Life,The Chi-Lites,260.98893,90.101,-9.588,11,0,4,0.0,0.0
TRAJSDQ12903CD481F,Memories,George Lopez,153.49506,118.06,-16.016,7,1,1,0.0,0.0
TRAJSFB128F4270AED,It All Depends On You,Jerry Lewis,142.73261,124.877,-9.865,7,1,4,0.0,0.0
TRAJSHB128F92FCC80,The Traffic Jam,Stephen Marley / Damian Marley,247.17016,165.886,-8.476,9,1,4,0.0,0.0
TRAJSIX12903CBAE2B,Beautiful When You're Green,Charlie Khan,208.24771,92.55,-3.976,6,0,4,0.0,0.0
TRAJSJD128F4277B75,Rock Biter (Album Version),Red I Flight,179.01669,120.617,-4.852,7,1,4,0.0,0.0
TRAJSKN128F92F9046,Edge Of The Dream (Emergency Broadcast Album Version),White Heart,273.8673,162.817,-11.706,5,1,4,0.0,0.0
TRAJSML12903CEC6C5,Broken Hearted Side Of New Orleans,Jo-El Sonnier,194.24608,145.218,-9.503,4,1,4,0.0,0.0
TRAJSNE128F9305CFD,Hot Spot (Terrible Love Mix),Steinski,169.97832,185.325,-12.738,10,0,4,0.0,0.0
TRAJSNU128F92F2AC0,If We Loved,Chuck Wicks,222.01424,99.124,-5.278,1,1,4,0.0,0.0
TRAJSOQ128F92C6A6B,Pasa el tiempo,Yahir,285.28281,127.469,-8.879,9,1,4,0.0,0.0
TRAJSPE12903C9F712,Dial Me,Lexi,244.03546,130.052,-10.258,8,1,4,0.0,0.0
TRAJSQA128F4263330,Resistance,Cali,156.55138,127.792,-8.038,4,1,1,0.0,0.0
TRAJSQK12903CB1099,Sing Boy Sing,Tommy Sands,142.99383,101.324,-18.183,2,1,4,0.0,0.0
TRAJSRH128F425DDC7,Irreplaceable (Irreemplazable),Beyoncé,230.55628,87.992,-4.883,10,1,4,0.0,0.0
TRAJSRM12903CA068C,Shadows,DJ Harry,309.60281,181.371,-7.254,6,0,4,0.0,0.0
TRAJTAW128F934CEDB,Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason,236.25098,141.042,-16.409,5,1,4,0.0,0.0
TRAJTCL128F1460CDA,Shoulda Did,Rated R,249.75628,104.993,-3.523,6,1,4,0.0,0.0
TRAJTCX128F42990AD,Vena Cava 8,Diamanda Galas,191.42485,168.352,-51.643,11,0,5,0.0,0.0
TRAJTDG128E0792698,Magic,Black Eyed Peas / Terry Dexter,275.04281,103.652,-3.574,7,0,4,0.0,0.0
TRAJTOI128F9335EEC,Imagination,Beenie Man,230.24281,159.248,-6.171,5,0,4,0.0,0.0
TRAJTYX128F145AD24,Between The Worlds,Be Bop Deluxe,197.82485,142.88,-11.292,2,0,4,0.0,0.0
TRAJTZG128F931F7DC,A Night at Mahmoud's,Rolfe Kent,112.16934,119.71,-30.22,7,0,3,0.0,0.0
TRAJUAP128F423CB89,Sprung (Cibola Mix W/ Rap),Nu Flavor,242.38975,96.057,-5.426,11,0,4,0.0,0.0
TRAJUBO128F42460B4,La Romance De La Pluie,Maurice Chevalier,214.5171,130.275,-13.379,5,1,4,0.0,0.0
TRAJUPC128F427F008,Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,151.40526,93.773,-25.26,4,1,3,0.0,0.0
TRAJUPF128F4231A2C,Ya Mama (Palm Springs Demo),P.O.D.,188.94322,125.528,-5.322,1,1,5,0.0,0.0
TRAJUPI128F9324529,Veronica Sawyer (Album),Reel Big Fish,205.87057,91.463,-4.12,2,1,4,0.0,0.0
TRAJUPY128EF3645D3,Faith,Mystery,216.73751,171.787,-9.049,1,1,4,0.0,0.0
TRAJURP128F93378C1,Chanson De La Patience,Jacques Douai,136.75057,103.12,-22.504,9,0,4,0.0,0.0
TRAJUWA128F92E5B59,Et kütt wie et kütt,Eko Fresh,234.60526,167.59,-5.172,1,1,4,0.0,0.0
TRAJUXT128F932B03C,Searching,Buju Banton,256.78322,85.988,-13.139,2,1,4,0.0,0.0
TRAJUYV128F93378E6,Le Dormeur du Val,Jacques Douai,189.59628,77.645,-20.869,2,1,3,0.0,0.0
TRAJVBC128F92F76B2,Sapphire,Bill Douglas,273.97179,192.819,-16.865,5,1,3,0.0,0.0
TRAJVHI128F930EFAF,Ring The Alarm,Beyoncé,212.16608,113.812,-6.295,9,1,1,0.0,0.0
TRAJVMY128F147BF78,Ouachita Run (Album Version),Alvin Youngblood Hart,159.39873,195.223,-18.909,9,1,1,0.0,0.0
TRAJVOJ128F93135D3,Rainbow '65 (part 2) - Live,Gene Chandler,163.29098,175.028,-14.89,6,1,3,0.0,0.0
TRAJVQV128F424C1ED,The Blood Covers It All (Live),Legacy Five,286.24934,69.169,-11.723,10,1,3,0.0,0.0
TRAJWGG12903CB81AF,Led By the Master's Hand,The Del McCoury Band,173.97506,140.9,-9.329,7,1,1,0.0,0.0
TRAJWGJ128F42ADC43,Kenourgia Fotia,Christos Dantis,246.80444,126.976,-4.133,5,1,4,0.0,0.0
TRAJWRT128F42706DF,Moonlight In Vermont,Walter Jackson; Arranged & conducted by Riley Hampton,211.25179,43.967,-14.094,8,1,4,0.0,0.0
